index,in Watt,,,
AMD Ryzen 5 8540U,28.0,6,4.666666666666667,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 8500GE,35.0,6,5.833333333333333,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 8500G,65.0,6,10.833333333333334,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 8440U,28.0,4,7.0,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 8300GE,35.0,4,8.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 8400F,65.0,6,10.833333333333334,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 8300G,65.0,4,16.25,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen Threadripper PRO 7995WX,350.0,96,3.6458333333333335,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen Threadripper PRO 7985WX,350.0,64,5.46875,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen Threadripper PRO 7975WX,350.0,32,10.9375,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen Threadripper PRO 7965WX,350.0,24,14.583333333333334,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen Threadripper PRO 7955WX,350.0,16,21.875,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen Threadripper PRO 7945WX,350.0,12,29.166666666666668,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen Threadripper 7980X,350.0,64,5.46875,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen Threadripper 7970X,350.0,32,10.9375,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen Threadripper 7960X,350.0,24,14.583333333333334,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 PRO 7945,65.0,12,5.416666666666667,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 PRO 7745,65.0,8,8.125,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 PRO 7730U,15.0,8,1.875,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 PRO 7645,65.0,6,10.833333333333334,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 PRO 7530U,15.0,6,2.5,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 PRO 7330U,15.0,4,3.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 7950X3D,120.0,16,7.5,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 7950X,170.0,16,10.625,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 7945HX3D,55.0,16,3.4375,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 7945HX,55.0,16,3.4375,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 7940HS,44.5,8,5.5625,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 7940HX,55.0,16,3.4375,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 7900X3D,120.0,12,10.0,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 7900X,170.0,12,14.166666666666666,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 7900,65.0,12,5.416666666666667,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 7845HX,55.0,12,4.583333333333333,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 7840U,28.0,8,3.5,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 7840HX,55.0,12,4.583333333333333,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 7840HS,44.5,8,5.5625,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 7800X3D,120.0,8,15.0,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 7745HX,55.0,8,6.875,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 7735U,28.0,8,3.5,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 7735HS,44.5,8,5.5625,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 7730U,15.0,8,1.875,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 7700X,105.0,8,13.125,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 7700,65.0,8,8.125,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 7645HX,55.0,6,9.166666666666666,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 7640U,28.0,6,4.666666666666667,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 7640HS,44.5,6,7.416666666666667,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 7600X3D,65.0,6,10.833333333333334,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 7600X,105.0,6,17.5,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 7600,65.0,6,10.833333333333334,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 7545U,28.0,6,4.666666666666667,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 7540U,28.0,6,4.666666666666667,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 7535U,28.0,6,4.666666666666667,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 7535HS,44.5,6,7.416666666666667,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 7530U,15.0,6,2.5,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 7520U,15.0,4,3.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 7520C,15.0,4,3.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 7500F,65.0,6,10.833333333333334,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 7440U,28.0,4,7.0,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 7435HS,45.0,8,5.625,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 7430U,15.0,6,2.5,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 7335U,28.0,4,7.0,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 7330U,15.0,4,3.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 7320U,15.0,4,3.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 7320C,15.0,4,3.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 7235HS,45.0,4,11.25,https://www.amd.com/en/products/specifications/processors.html
AMD Athlon Gold 7220U,15.0,2,7.5,https://www.amd.com/en/products/specifications/processors.html
AMD Athlon Gold 7220C,15.0,2,7.5,https://www.amd.com/en/products/specifications/processors.html
AMD Athlon Silver 7120U,15.0,2,7.5,https://www.amd.com/en/products/specifications/processors.html
AMD Athlon Silver 7120C,15.0,2,7.5,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 PRO 6950HS,35.0,8,4.375,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 PRO 6950H,45.0,8,5.625,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 PRO 6860Z,28.0,8,3.5,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 PRO 6850HS,35.0,8,4.375,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 PRO 6850H,45.0,8,5.625,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 PRO 6650HS,35.0,6,5.833333333333333,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 PRO 6650H,45.0,6,7.5,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 6980HX,45.0,8,5.625,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 6980HS,35.0,8,4.375,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 6900HX,45.0,8,5.625,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 6900HS​,35.0,8,4.375,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 6800HS,35.0,8,4.375,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 6800H,45.0,8,5.625,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 6600HS​,35.0,6,5.833333333333333,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 6600H,45.0,6,7.5,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen Threadripper PRO 5995WX,280.0,64,4.375,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen Threadripper PRO 5975WX,280.0,32,8.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen Threadripper PRO 5965WX,280.0,24,11.666666666666666,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen Threadripper PRO 5955WX,280.0,16,17.5,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen Threadripper PRO 5945WX,280.0,12,23.333333333333332,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 PRO 5945,65.0,12,5.416666666666667,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 PRO 5875U,15.0,8,1.875,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 PRO 5850U,15.0,8,1.875,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 PRO 5845,65.0,8,8.125,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 PRO 5755GE,35.0,8,4.375,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 PRO 5755G,65.0,8,8.125,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 PRO 5750GE,35.0,8,4.375,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 PRO 5750G,65.0,8,8.125,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 PRO 5675U,15.0,6,2.5,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 PRO 5655GE,35.0,6,5.833333333333333,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 PRO 5655G,65.0,6,10.833333333333334,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 PRO 5650U,15.0,6,2.5,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 PRO 5650GE,35.0,6,5.833333333333333,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 PRO 5650G,65.0,6,10.833333333333334,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 PRO 5645,65.0,6,10.833333333333334,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 PRO 5475U,15.0,4,3.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 PRO 5450U,15.0,4,3.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 PRO 5355GE,35.0,4,8.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 PRO 5355G,65.0,4,16.25,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 PRO 5350GE,35.0,4,8.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 PRO 5350G,65.0,4,16.25,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 5980HX,45.0,8,5.625,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 5980HS,35.0,8,4.375,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 5950X,105.0,16,6.5625,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 5900XT,105.0,16,6.5625,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 5900X,105.0,12,8.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 5900HX,45.0,8,5.625,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 5900HS,35.0,8,4.375,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 5900 (OEM Only),65.0,12,5.416666666666667,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 5825U,15.0,8,1.875,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 5825C,15.0,8,1.875,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 5800X3D,105.0,8,13.125,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 5800XT,105.0,8,13.125,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 5800X,105.0,8,13.125,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 5800U,15.0,8,1.875,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 5800HS,35.0,8,4.375,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 5800H,45.0,8,5.625,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 5800 (OEM Only),65.0,8,8.125,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 5700X3D,105.0,8,13.125,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 5700X,65.0,8,8.125,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 5700U,15.0,8,1.875,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 5700GE,35.0,8,4.375,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 5700G,65.0,8,8.125,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 5700,65.0,8,8.125,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 5625U,15.0,6,2.5,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 5625C,15.0,6,2.5,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 5600X3D,105.0,6,17.5,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 5600X,65.0,6,10.833333333333334,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 5600U,15.0,6,2.5,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 5600HS,35.0,6,5.833333333333333,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 5600H,45.0,6,7.5,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 5600XT,65.0,6,10.833333333333334,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 5600T,65.0,6,10.833333333333334,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 5600GT,65.0,6,10.833333333333334,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 5600GE,35.0,6,5.833333333333333,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 5600G,65.0,6,10.833333333333334,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 5600,65.0,6,10.833333333333334,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 5560U,15.0,6,2.5,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 5500U,15.0,6,2.5,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 5500H,45.0,4,11.25,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 5500GT,65.0,6,10.833333333333334,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 5500,65.0,6,10.833333333333334,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 5425U,15.0,4,3.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 5425C,15.0,4,3.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 5400U,15.0,4,3.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 5300U,15.0,4,3.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 5300GE (OEM Only),35.0,4,8.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 5300G (OEM Only),65.0,4,16.25,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 5125C,15.0,2,7.5,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 PRO 4750U,15.0,8,1.875,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 PRO 4750GE,35.0,8,4.375,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 PRO 4750G,65.0,8,8.125,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 PRO 4655GE,35.0,6,5.833333333333333,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 PRO 4655G,65.0,6,10.833333333333334,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 PRO 4650U,15.0,6,2.5,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 PRO 4650GE,35.0,6,5.833333333333333,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 PRO 4650G,65.0,6,10.833333333333334,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 PRO 4450U,15.0,4,3.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 PRO 4355GE,35.0,4,8.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 PRO 4355G,65.0,4,16.25,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 PRO 4350GE,35.0,4,8.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 PRO 4350G,65.0,4,16.25,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 4900HS,35.0,8,4.375,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 4900H,44.5,8,5.5625,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 4980U Microsoft Surface® Edition,15.0,8,1.875,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 4800U,15.0,8,1.875,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 4800HS,45.0,8,5.625,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 4800H,45.0,8,5.625,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 4700U,15.0,8,1.875,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 4700GE (OEM Only),35.0,8,4.375,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 4700G (OEM Only),65.0,8,8.125,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 4680U Microsoft Surface® Edition,15.0,6,2.5,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 4600U,15.0,6,2.5,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 4600H,45.0,6,7.5,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 4600GE (OEM Only),35.0,6,5.833333333333333,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 4600G,65.0,6,10.833333333333334,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 4500U,15.0,6,2.5,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 4500,65.0,6,10.833333333333334,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 4300U,15.0,4,3.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 4300GE (OEM Only),35.0,4,8.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 4300G (OEM Only),65.0,4,16.25,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 4100,65.0,4,16.25,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen Threadripper PRO 3995WX,280.0,64,4.375,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen Threadripper PRO 3975WX,280.0,32,8.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen Threadripper PRO 3955WX,280.0,16,17.5,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen Threadripper PRO 3945WX,280.0,12,23.333333333333332,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen Threadripper 3990X,280.0,64,4.375,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen Threadripper 3970X,280.0,32,8.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen Threadripper 3960X,280.0,24,11.666666666666666,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 PRO 3900,65.0,12,5.416666666666667,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 PRO 3700U,15.0,4,3.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 PRO 3700,65.0,8,8.125,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 PRO 3600,65.0,6,10.833333333333334,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 PRO 3500U,15.0,4,3.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 PRO 3400GE,35.0,4,8.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 PRO 3400G,65.0,4,16.25,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 PRO 3350GE,35.0,4,8.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 PRO 3350G,65.0,4,16.25,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 PRO 3300U,15.0,4,3.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 PRO 3200GE,35.0,4,8.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 PRO 3200G,65.0,4,16.25,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 3950X,105.0,16,6.5625,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 3900XT,105.0,12,8.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 3900X,105.0,12,8.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 9 3900 Processor (OEM Only),65.0,12,5.416666666666667,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 3800XT,105.0,8,13.125,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 3800X,105.0,8,13.125,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 3780U Microsoft Surface® Edition,15.0,4,3.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 3750H,35.0,4,8.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 3700X,65.0,8,8.125,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 3700U,15.0,4,3.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 7 3700C,15.0,4,3.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 3600XT,95.0,6,15.833333333333334,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 3600X,95.0,6,15.833333333333334,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 3600,65.0,6,10.833333333333334,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 3580U Microsoft Surface® Edition,15.0,4,3.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 3550H,35.0,4,8.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 3500U,15.0,4,3.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 3500C,15.0,4,3.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 3500 Processor (OEM Only),65.0,6,10.833333333333334,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 3450U,15.0,4,3.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 3400GE (OEM Only),35.0,4,8.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 5 3400G with Radeon RX Vega 11 Graphics,65.0,4,16.25,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 3350U,15.0,4,3.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 3300X,65.0,4,16.25,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 3300U,15.0,4,3.75,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 3250U,15.0,2,7.5,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 3250C,15.0,2,7.5,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 3200U,15.0,2,7.5,https://www.amd.com/en/products/specifications/processors.html
AMD Ryzen 3 3200GE (OEM Only),35.0,4,8.75,https://www.amd.com/en/products/specifications/processors.html
