product_id,name,time,source,intended_usage,tdp (W),cores,threads
default,default,2025-03-20 16:26:00,,unknown,12.0,1,1
default local,default local,2025-03-20 16:26:00,,local,12.0,1,1
default server,default server,2025-03-20 16:26:00,,server,20.0,1,1
134803,Intel Atom® Processor C5115,2025-03-20 15:40:12,https://www.intel.com/content/www/us/en/products/sku/134803/intel-atom-processor-c5115-9m-cache-2-8ghz/specifications.html,local,43,4,4
134802,Intel Atom® Processor C5125,2025-03-20 15:40:12,https://www.intel.com/content/www/us/en/products/sku/134802/intel-atom-processor-c5125-9m-cache-2-8ghz/specifications.html,local,50,8,8
134801,Intel Atom® Processor C5310,2025-03-20 15:40:12,https://www.intel.com/content/www/us/en/products/sku/134801/intel-atom-processor-c5310-9m-cache-1-6ghz/specifications.html,local,32,4,4
134800,Intel Atom® Processor C5315,2025-03-20 15:40:13,https://www.intel.com/content/www/us/en/products/sku/134800/intel-atom-processor-c5315-9m-cache-2-4ghz/specifications.html,local,38,4,4
134799,Intel Atom® Processor C5320,2025-03-20 15:40:13,https://www.intel.com/content/www/us/en/products/sku/134799/intel-atom-processor-c5320-9m-cache-2-4ghz/specifications.html,local,41,8,8
134798,Intel Atom® Processor C5325,2025-03-20 15:40:13,https://www.intel.com/content/www/us/en/products/sku/134798/intel-atom-processor-c5325-9m-cache-2-4ghz/specifications.html,local,41,8,8
241454,Intel Atom® Processor C5335C1,2025-03-20 15:40:14,https://www.intel.com/content/www/us/en/products/sku/241454/intel-atom-processor-c5335c1-13-5m-cache-2-4ghz/specifications.html,local,50,12,12
204839,Intel Atom® Processor C3338R,2025-03-20 15:40:14,https://www.intel.com/content/www/us/en/products/sku/204839/intel-atom-processor-c3338r-4m-cache-up-to-2-20-ghz/specifications.html,local,10.5,2,2
204842,Intel Atom® Processor C3436L,2025-03-20 15:40:14,https://www.intel.com/content/www/us/en/products/sku/204842/intel-atom-processor-c3436l-8m-cache-1-30-ghz/specifications.html,local,10.75,4,4
204841,Intel Atom® Processor C3558R,2025-03-20 15:40:14,https://www.intel.com/content/www/us/en/products/sku/204841/intel-atom-processor-c3558r-8m-cache-2-40-ghz/specifications.html,local,17,4,4
204840,Intel Atom® Processor C3758R,2025-03-20 15:40:15,https://www.intel.com/content/www/us/en/products/sku/204840/intel-atom-processor-c3758r-16m-cache-2-40-ghz/specifications.html,local,26,8,8
184994,Intel Atom® Processor C3336,2025-03-20 15:40:15,https://www.intel.com/content/www/us/en/products/sku/184994/intel-atom-processor-c3336-4m-cache-1-50-ghz/specifications.html,local,11,2,2
97935,Intel Atom® Processor C3308,2025-03-20 15:40:15,https://www.intel.com/content/www/us/en/products/sku/97935/intel-atom-processor-c3308-4m-cache-up-to-2-10-ghz/specifications.html,local,9.5,2,2
97930,Intel Atom® Processor C3508,2025-03-20 15:40:15,https://www.intel.com/content/www/us/en/products/sku/97930/intel-atom-processor-c3508-8m-cache-up-to-1-60-ghz/specifications.html,local,11.5,4,4
97929,Intel Atom® Processor C3538,2025-03-20 15:40:16,https://www.intel.com/content/www/us/en/products/sku/97929/intel-atom-processor-c3538-8m-cache-up-to-2-10-ghz/specifications.html,local,15,4,4
97937,Intel Atom® Processor C3558,2025-03-20 15:40:16,https://www.intel.com/content/www/us/en/products/sku/97937/intel-atom-processor-c3558-8m-cache-up-to-2-20-ghz/specifications.html,local,16,4,4
97934,Intel Atom® Processor C3708,2025-03-20 15:40:16,https://www.intel.com/content/www/us/en/products/sku/97934/intel-atom-processor-c3708-16m-cache-up-to-1-70-ghz/specifications.html,local,17,8,8
97938,Intel Atom® Processor C3750,2025-03-20 15:40:17,https://www.intel.com/content/www/us/en/products/sku/97938/intel-atom-processor-c3750-16m-cache-up-to-2-40-ghz/specifications.html,local,21,8,8
97926,Intel Atom® Processor C3758,2025-03-20 15:40:17,https://www.intel.com/content/www/us/en/products/sku/97926/intel-atom-processor-c3758-16m-cache-up-to-2-20-ghz/specifications.html,local,25,8,8
97939,Intel Atom® Processor C3808,2025-03-20 15:40:17,https://www.intel.com/content/www/us/en/products/sku/97939/intel-atom-processor-c3808-12m-cache-up-to-2-0-ghz/specifications.html,local,25,12,12
97931,Intel Atom® Processor C3830,2025-03-20 15:40:18,https://www.intel.com/content/www/us/en/products/sku/97931/intel-atom-processor-c3830-12m-cache-up-to-2-30-ghz/specifications.html,local,21.5,12,12
97932,Intel Atom® Processor C3850,2025-03-20 15:40:18,https://www.intel.com/content/www/us/en/products/sku/97932/intel-atom-processor-c3850-12m-cache-up-to-2-40-ghz/specifications.html,local,25,12,12
97936,Intel Atom® Processor C3858,2025-03-20 15:40:18,https://www.intel.com/content/www/us/en/products/sku/97936/intel-atom-processor-c3858-12m-cache-up-to-2-0-ghz/specifications.html,local,25,12,12
97940,Intel Atom® Processor C3950,2025-03-20 15:40:18,https://www.intel.com/content/www/us/en/products/sku/97940/intel-atom-processor-c3950-16m-cache-up-to-2-20-ghz/specifications.html,local,24,16,16
97933,Intel Atom® Processor C3955,2025-03-20 15:40:19,https://www.intel.com/content/www/us/en/products/sku/97933/intel-atom-processor-c3955-16m-cache-up-to-2-40-ghz/specifications.html,local,32,16,16
97927,Intel Atom® Processor C3958,2025-03-20 15:40:19,https://www.intel.com/content/www/us/en/products/sku/97927/intel-atom-processor-c3958-16m-cache-up-to-2-0-ghz/specifications.html,local,31,16,16
123003,Intel Atom® Processor C2316,2025-03-20 15:40:19,https://www.intel.com/content/www/us/en/products/sku/123003/intel-atom-processor-c2316-1m-cache-1-50-ghz/specifications.html,local,7,2,2
123004,Intel Atom® Processor C2516,2025-03-20 15:40:19,https://www.intel.com/content/www/us/en/products/sku/123004/intel-atom-processor-c2516-2m-cache-1-40-ghz/specifications.html,local,10,4,4
97928,Intel Atom® Processor C3338,2025-03-20 15:40:20,https://www.intel.com/content/www/us/en/products/sku/97928/intel-atom-processor-c3338-4m-cache-up-to-2-20-ghz/specifications.html,local,8.5,2,2
81328,Intel Atom® Processor C2308,2025-03-20 15:40:20,https://www.intel.com/content/www/us/en/products/sku/81328/intel-atom-processor-c2308-1m-cache-1-25-ghz/specifications.html,local,6,2,2
81270,Intel Atom® Processor C2508,2025-03-20 15:40:20,https://www.intel.com/content/www/us/en/products/sku/81270/intel-atom-processor-c2508-2m-cache-1-25-ghz/specifications.html,local,9.5,4,4
77976,Intel Atom® Processor C2338,2025-03-20 15:40:20,https://www.intel.com/content/www/us/en/products/sku/77976/intel-atom-processor-c2338-1m-cache-1-70-ghz/specifications.html,local,7,2,2
77977,Intel Atom® Processor C2350,2025-03-20 15:40:21,https://www.intel.com/content/www/us/en/products/sku/77977/intel-atom-processor-c2350-1m-cache-1-70-ghz/specifications.html,local,6,2,2
77978,Intel Atom® Processor C2358,2025-03-20 15:40:21,https://www.intel.com/content/www/us/en/products/sku/77978/intel-atom-processor-c2358-1m-cache-1-70-ghz/specifications.html,local,7,2,2
77979,Intel Atom® Processor C2518,2025-03-20 15:40:21,https://www.intel.com/content/www/us/en/products/sku/77979/intel-atom-processor-c2518-2m-cache-1-70-ghz/specifications.html,local,13,4,4
77980,Intel Atom® Processor C2530,2025-03-20 15:40:21,https://www.intel.com/content/www/us/en/products/sku/77980/intel-atom-processor-c2530-2m-cache-1-70-ghz/specifications.html,local,9,4,4
77981,Intel Atom® Processor C2538,2025-03-20 15:40:21,https://www.intel.com/content/www/us/en/products/sku/77981/intel-atom-processor-c2538-2m-cache-2-40-ghz/specifications.html,local,15,4,4
77982,Intel Atom® Processor C2550,2025-03-20 15:40:22,https://www.intel.com/content/www/us/en/products/sku/77982/intel-atom-processor-c2550-2m-cache-2-40-ghz/specifications.html,local,14,4,4
77983,Intel Atom® Processor C2558,2025-03-20 15:40:22,https://www.intel.com/content/www/us/en/products/sku/77983/intel-atom-processor-c2558-2m-cache-2-40-ghz/specifications.html,local,15,4,4
77984,Intel Atom® Processor C2718,2025-03-20 15:40:22,https://www.intel.com/content/www/us/en/products/sku/77984/intel-atom-processor-c2718-4m-cache-2-00-ghz/specifications.html,local,18,8,8
77985,Intel Atom® Processor C2730,2025-03-20 15:40:22,https://www.intel.com/content/www/us/en/products/sku/77985/intel-atom-processor-c2730-4m-cache-1-70-ghz/specifications.html,local,12,8,8
77986,Intel Atom® Processor C2738,2025-03-20 15:40:22,https://www.intel.com/content/www/us/en/products/sku/77986/intel-atom-processor-c2738-4m-cache-2-40-ghz/specifications.html,local,20,8,8
77987,Intel Atom® Processor C2750,2025-03-20 15:40:23,https://www.intel.com/content/www/us/en/products/sku/77987/intel-atom-processor-c2750-4m-cache-2-40-ghz/specifications.html,local,20,8,8
77988,Intel Atom® Processor C2758,2025-03-20 15:40:23,https://www.intel.com/content/www/us/en/products/sku/77988/intel-atom-processor-c2758-4m-cache-2-40-ghz/specifications.html,local,20,8,8
65470,Intel Atom® Processor D2550,2025-03-20 15:40:23,https://www.intel.com/content/www/us/en/products/sku/65470/intel-atom-processor-d2550-1m-cache-1-86-ghz/specifications.html,local,10,2,4
59682,Intel Atom® Processor D2500,2025-03-20 15:40:23,https://www.intel.com/content/www/us/en/products/sku/59682/intel-atom-processor-d2500-1m-cache-1-86-ghz/specifications.html,local,10,2,2
59683,Intel Atom® Processor D2700,2025-03-20 15:40:24,https://www.intel.com/content/www/us/en/products/sku/59683/intel-atom-processor-d2700-1m-cache-2-13-ghz/specifications.html,local,10,2,4
84311,Intel Atom® Processor E3805,2025-03-20 15:40:24,https://www.intel.com/content/www/us/en/products/sku/84311/intel-atom-processor-e3805-1m-cache-1-33-ghz/specifications.html,local,3,2,2
78476,Intel Atom® Processor E3815,2025-03-20 15:40:24,https://www.intel.com/content/www/us/en/products/sku/78476/intel-atom-processor-e3815-512k-cache-1-46-ghz/specifications.html,local,5,1,1
78474,Intel Atom® Processor E3825,2025-03-20 15:40:24,https://www.intel.com/content/www/us/en/products/sku/78474/intel-atom-processor-e3825-1m-cache-1-33-ghz/specifications.html,local,6,2,2
78477,Intel Atom® Processor E3826,2025-03-20 15:40:25,https://www.intel.com/content/www/us/en/products/sku/78477/intel-atom-processor-e3826-1m-cache-1-46-ghz/specifications.html,local,7,2,2
78478,Intel Atom® Processor E3827,2025-03-20 15:40:25,https://www.intel.com/content/www/us/en/products/sku/78478/intel-atom-processor-e3827-1m-cache-1-75-ghz/specifications.html,local,8,2,2
78475,Intel Atom® Processor E3845,2025-03-20 15:40:25,https://www.intel.com/content/www/us/en/products/sku/78475/intel-atom-processor-e3845-2m-cache-1-91-ghz/specifications.html,local,10,4,4
58916,Intel Atom® Processor N2600,2025-03-20 15:40:25,https://www.intel.com/content/www/us/en/products/sku/58916/intel-atom-processor-n2600-1m-cache-1-6-ghz/specifications.html,local,3.5,2,4
58917,Intel Atom® Processor N2800,2025-03-20 15:40:25,https://www.intel.com/content/www/us/en/products/sku/58917/intel-atom-processor-n2800-1m-cache-1-86-ghz/specifications.html,local,6.5,2,4
134797,Intel Atom® Processor P5322,2025-03-20 15:40:26,https://www.intel.com/content/www/us/en/products/sku/134797/intel-atom-processor-p5322-9m-cache-2-2ghz/specifications.html,local,55,8,8
134796,Intel Atom® Processor P5332,2025-03-20 15:40:26,https://www.intel.com/content/www/us/en/products/sku/134796/intel-atom-processor-p5332-13-5m-cache-2-2ghz/specifications.html,local,61,12,12
134795,Intel Atom® Processor P5342,2025-03-20 15:40:26,https://www.intel.com/content/www/us/en/products/sku/134795/intel-atom-processor-p5342-18m-cache-2-2ghz/specifications.html,local,71,16,16
134794,Intel Atom® Processor P5352,2025-03-20 15:40:27,https://www.intel.com/content/www/us/en/products/sku/134794/intel-atom-processor-p5352-22-5m-cache-2-2ghz/specifications.html,local,78,20,20
134793,Intel Atom® Processor P5362,2025-03-20 15:40:27,https://www.intel.com/content/www/us/en/products/sku/134793/intel-atom-processor-p5362-27m-cache-2-2ghz/specifications.html,local,83,24,24
229361,Intel Atom® Processor P5721,2025-03-20 15:40:27,https://www.intel.com/content/www/us/en/products/sku/229361/intel-atom-processor-p5721-9m-cache-2-2ghz/specifications.html,local,48,8,8
229363,Intel Atom® Processor P5731,2025-03-20 15:40:27,https://www.intel.com/content/www/us/en/products/sku/229363/intel-atom-processor-p5731-13-5m-cache-2-2ghz/specifications.html,local,54.5,12,12
229360,Intel Atom® Processor P5742,2025-03-20 15:40:28,https://www.intel.com/content/www/us/en/products/sku/229360/intel-atom-processor-p5742-18m-cache-2-2ghz/specifications.html,local,67,16,16
229362,Intel Atom® Processor P5752,2025-03-20 15:40:28,https://www.intel.com/content/www/us/en/products/sku/229362/intel-atom-processor-p5752-22-5m-cache-2-2ghz/specifications.html,local,74.5,20,20
71269,Intel Atom® Processor S1220,2025-03-20 15:40:29,https://www.intel.com/content/www/us/en/products/sku/71269/intel-atom-processor-s1220-1m-cache-1-60-ghz/specifications.html,local,8.1,2,4
71268,Intel Atom® Processor S1240,2025-03-20 15:40:30,https://www.intel.com/content/www/us/en/products/sku/71268/intel-atom-processor-s1240-1m-cache-1-60-ghz/specifications.html,local,6.1,2,4
71267,Intel Atom® Processor S1260,2025-03-20 15:40:30,https://www.intel.com/content/www/us/en/products/sku/71267/intel-atom-processor-s1260-1m-cache-2-00-ghz/specifications.html,local,8.5,2,4
236969,Intel Atom® x7203C Processor,2025-03-20 15:40:30,https://www.intel.com/content/www/us/en/products/sku/236969/intel-atom-x7203c-processor-6m-cache-up-to-3-20-ghz/specifications.html,local,9,2,2
236970,Intel Atom® x7211RE Processor,2025-03-20 15:40:31,https://www.intel.com/content/www/us/en/products/sku/236970/intel-atom-x7211re-processor-6m-cache-up-to-3-20-ghz/specifications.html,local,6,2,2
236966,Intel Atom® x7213RE Processor,2025-03-20 15:40:31,https://www.intel.com/content/www/us/en/products/sku/236966/intel-atom-x7213re-processor-6m-cache-up-to-3-40-ghz/specifications.html,local,9,2,2
236965,Intel Atom® x7405C Processor,2025-03-20 15:40:31,https://www.intel.com/content/www/us/en/products/sku/236965/intel-atom-x7405c-processor-6m-cache-up-to-3-40-ghz/specifications.html,local,12,4,4
236967,Intel Atom® x7433RE Processor,2025-03-20 15:40:32,https://www.intel.com/content/www/us/en/products/sku/236967/intel-atom-x7433re-processor-6m-cache-up-to-3-40-ghz/specifications.html,local,9,4,4
236964,Intel Atom® x7809C Processor,2025-03-20 15:40:32,https://www.intel.com/content/www/us/en/products/sku/236964/intel-atom-x7809c-processor-6m-cache-up-to-3-60-ghz/specifications.html,local,25,8,8
236968,Intel Atom® x7835RE Processor,2025-03-20 15:40:32,https://www.intel.com/content/www/us/en/products/sku/236968/intel-atom-x7835re-processor-6m-cache-up-to-3-60-ghz/specifications.html,local,12,8,8
230380,Intel Atom® x6214RE Processor,2025-03-20 15:40:33,https://www.intel.com/content/www/us/en/products/sku/230380/intel-atom-x6214re-processor-1-5m-cache-1-40-ghz/specifications.html,local,6,2,2
230379,Intel Atom® x6416RE Processor,2025-03-20 15:40:33,https://www.intel.com/content/www/us/en/products/sku/230379/intel-atom-x6416re-processor-1-5m-cache-1-70-ghz/specifications.html,local,9,4,4
233092,Intel Atom® x7211E Processor,2025-03-20 15:40:33,https://www.intel.com/content/www/us/en/products/sku/233092/intel-atom-x7211e-processor-6m-cache-up-to-3-20-ghz/specifications.html,local,6,2,2
233091,Intel Atom® x7213E Processor,2025-03-20 15:40:34,https://www.intel.com/content/www/us/en/products/sku/233091/intel-atom-x7213e-processor-6m-cache-up-to-3-20-ghz/specifications.html,local,10,2,2
233093,Intel Atom® x7425E Processor,2025-03-20 15:40:34,https://www.intel.com/content/www/us/en/products/sku/233093/intel-atom-x7425e-processor-6m-cache-up-to-3-40-ghz/specifications.html,local,12,4,4
207904,Intel Atom® x6200FE Processor,2025-03-20 15:40:34,https://www.intel.com/content/www/us/en/products/sku/207904/intel-atom-x6200fe-processor-1-5m-cache-1-00-ghz/specifications.html,local,4.5,2,2
207905,Intel Atom® x6211E Processor,2025-03-20 15:40:34,https://www.intel.com/content/www/us/en/products/sku/207905/intel-atom-x6211e-processor-1-5m-cache-up-to-3-00-ghz/specifications.html,local,6,2,2
207902,Intel Atom® x6212RE Processor,2025-03-20 15:40:35,https://www.intel.com/content/www/us/en/products/sku/207902/intel-atom-x6212re-processor-1-5m-cache-1-20-ghz/specifications.html,local,6,2,2
207908,Intel Atom® x6413E Processor,2025-03-20 15:40:35,https://www.intel.com/content/www/us/en/products/sku/207908/intel-atom-x6413e-processor-1-5m-cache-up-to-3-00-ghz/specifications.html,local,9,4,4
207901,Intel Atom® x6414RE Processor,2025-03-20 15:40:35,https://www.intel.com/content/www/us/en/products/sku/207901/intel-atom-x6414re-processor-1-5m-cache-1-50-ghz/specifications.html,local,9,4,4
207907,Intel Atom® x6425E Processor,2025-03-20 15:40:36,https://www.intel.com/content/www/us/en/products/sku/207907/intel-atom-x6425e-processor-1-5m-cache-up-to-3-00-ghz/specifications.html,local,12,4,4
207899,Intel Atom® x6425RE Processor,2025-03-20 15:40:36,https://www.intel.com/content/www/us/en/products/sku/207899/intel-atom-x6425re-processor-1-5m-cache-1-90-ghz/specifications.html,local,12,4,4
207900,Intel Atom® x6427FE Processor,2025-03-20 15:40:37,https://www.intel.com/content/www/us/en/products/sku/207900/intel-atom-x6427fe-processor-1-5m-cache-1-90-ghz/specifications.html,local,12,4,4
96486,Intel Atom® x5-E3930 Processor,2025-03-20 15:40:38,https://www.intel.com/content/www/us/en/products/sku/96486/intel-atom-x5e3930-processor-2m-cache-up-to-1-80-ghz/specifications.html,local,6.5,2,2
96485,Intel Atom® x5-E3940 Processor,2025-03-20 15:40:39,https://www.intel.com/content/www/us/en/products/sku/96485/intel-atom-x5e3940-processor-2m-cache-up-to-1-80-ghz/specifications.html,local,9.5,4,4
96488,Intel Atom® x7-E3950 Processor,2025-03-20 15:40:39,https://www.intel.com/content/www/us/en/products/sku/96488/intel-atom-x7e3950-processor-2m-cache-up-to-2-00-ghz/specifications.html,local,12,4,4
92124,Intel Atom® x5-E8000 Processor,2025-03-20 15:40:40,https://www.intel.com/content/www/us/en/products/sku/92124/intel-atom-x5e8000-processor-2m-cache-up-to-2-00-ghz/specifications.html,local,5,4,4
49656,Intel Atom® Processor Z600,2025-03-20 15:40:46,https://www.intel.com/content/www/us/en/products/sku/49656/intel-atom-processor-z600-512k-cache-1-20-ghz/specifications.html,local,1.3,1,2
49660,Intel Atom® Processor Z615,2025-03-20 15:40:46,https://www.intel.com/content/www/us/en/products/sku/49660/intel-atom-processor-z615-512k-cache-1-60-ghz/specifications.html,local,2.2,1,2
49662,Intel Atom® Processor Z625,2025-03-20 15:40:47,https://www.intel.com/content/www/us/en/products/sku/49662/intel-atom-processor-z625-512k-cache-1-90-ghz/specifications.html,local,2.2,1,2
55664,Intel Atom® Processor Z650,2025-03-20 15:40:47,https://www.intel.com/content/www/us/en/products/sku/55664/intel-atom-processor-z650-512k-cache-1-20-ghz/specifications.html,local,3,1,2
55663,Intel Atom® Processor Z670,2025-03-20 15:40:47,https://www.intel.com/content/www/us/en/products/sku/55663/intel-atom-processor-z670-512k-cache-1-50-ghz/specifications.html,local,3,1,2
55637,Intel Atom® Processor N570,2025-03-20 15:40:47,https://www.intel.com/content/www/us/en/products/sku/55637/intel-atom-processor-n570-1m-cache-1-66-ghz/specifications.html,local,8.5,2,4
53870,Intel Atom® Processor E645C,2025-03-20 15:40:47,https://www.intel.com/content/www/us/en/products/sku/53870/intel-atom-processor-e645c-512k-cache-1-0-ghz/specifications.html,local,7,1,2
53871,Intel Atom® Processor E645CT,2025-03-20 15:40:47,https://www.intel.com/content/www/us/en/products/sku/53871/intel-atom-processor-e645ct-512k-cache-1-0-ghz/specifications.html,local,7,1,2
53872,Intel Atom® Processor E665C,2025-03-20 15:40:47,https://www.intel.com/content/www/us/en/products/sku/53872/intel-atom-processor-e665c-512k-cache-1-3-ghz/specifications.html,local,7,1,2
53873,Intel Atom® Processor E665CT,2025-03-20 15:40:48,https://www.intel.com/content/www/us/en/products/sku/53873/intel-atom-processor-e665ct-512k-cache-1-3-ghz/specifications.html,local,7,1,2
52491,Intel Atom® Processor E620,2025-03-20 15:40:48,https://www.intel.com/content/www/us/en/products/sku/52491/intel-atom-processor-e620-512k-cache-600-mhz/specifications.html,local,3.3,1,2
52492,Intel Atom® Processor E620T,2025-03-20 15:40:48,https://www.intel.com/content/www/us/en/products/sku/52492/intel-atom-processor-e620t-512k-cache-600-mhz/specifications.html,local,3.3,1,2
52493,Intel Atom® Processor E640,2025-03-20 15:40:48,https://www.intel.com/content/www/us/en/products/sku/52493/intel-atom-processor-e640-512k-cache-1-00-ghz/specifications.html,local,3.6,1,2
52494,Intel Atom® Processor E640T,2025-03-20 15:40:48,https://www.intel.com/content/www/us/en/products/sku/52494/intel-atom-processor-e640t-512k-cache-1-00-ghz/specifications.html,local,3.6,1,2
52495,Intel Atom® Processor E660,2025-03-20 15:40:49,https://www.intel.com/content/www/us/en/products/sku/52495/intel-atom-processor-e660-512k-cache-1-30-ghz/specifications.html,local,3.6,1,2
52496,Intel Atom® Processor E660T,2025-03-20 15:40:49,https://www.intel.com/content/www/us/en/products/sku/52496/intel-atom-processor-e660t-512k-cache-1-30-ghz/specifications.html,local,3.6,1,2
52497,Intel Atom® Processor E680,2025-03-20 15:40:49,https://www.intel.com/content/www/us/en/products/sku/52497/intel-atom-processor-e680-512k-cache-1-60-ghz/specifications.html,local,4.5,1,2
52498,Intel Atom® Processor E680T,2025-03-20 15:40:49,https://www.intel.com/content/www/us/en/products/sku/52498/intel-atom-processor-e680t-512k-cache-1-60-ghz/specifications.html,local,4.5,1,2
50154,Intel Atom® Processor N550,2025-03-20 15:40:49,https://www.intel.com/content/www/us/en/products/sku/50154/intel-atom-processor-n550-1m-cache-1-50-ghz/specifications.html,local,8.5,2,4
49489,Intel Atom® Processor D425,2025-03-20 15:40:49,https://www.intel.com/content/www/us/en/products/sku/49489/intel-atom-processor-d425-512k-cache-1-80-ghz/specifications.html,local,10,1,2
49490,Intel Atom® Processor D525,2025-03-20 15:40:50,https://www.intel.com/content/www/us/en/products/sku/49490/intel-atom-processor-d525-1m-cache-1-80-ghz/specifications.html,local,13,2,4
49491,Intel Atom® Processor N455,2025-03-20 15:40:50,https://www.intel.com/content/www/us/en/products/sku/49491/intel-atom-processor-n455-512k-cache-1-66-ghz/specifications.html,local,6.5,1,2
49492,Intel Atom® Processor N475,2025-03-20 15:40:50,https://www.intel.com/content/www/us/en/products/sku/49492/intel-atom-processor-n475-512k-cache-1-83-ghz/specifications.html,local,6.5,1,2
49669,Intel Atom® Processor Z560,2025-03-20 15:40:50,https://www.intel.com/content/www/us/en/products/sku/49669/intel-atom-processor-z560-512k-cache-2-13-ghz-533-mhz-fsb/specifications.html,local,2.5,1,1
43517,Intel Atom® Processor D410,2025-03-20 15:40:50,https://www.intel.com/content/www/us/en/products/sku/43517/intel-atom-processor-d410-512k-cache-1-66-ghz/specifications.html,local,10,1,2
43098,Intel Atom® Processor D510,2025-03-20 15:40:50,https://www.intel.com/content/www/us/en/products/sku/43098/intel-atom-processor-d510-1m-cache-1-66-ghz/specifications.html,local,13,2,4
42503,Intel Atom® Processor N450,2025-03-20 15:40:51,https://www.intel.com/content/www/us/en/products/sku/42503/intel-atom-processor-n450-512k-cache-1-66-ghz/specifications.html,local,5.5,1,2
46467,Intel Atom® Processor N470,2025-03-20 15:40:51,https://www.intel.com/content/www/us/en/products/sku/46467/intel-atom-processor-n470-512k-cache-1-83-ghz/specifications.html,local,6.5,1,2
40740,Intel Atom® Processor Z515,2025-03-20 15:40:51,https://www.intel.com/content/www/us/en/products/sku/40740/intel-atom-processor-z515-512k-cache-1-20-ghz-400-mhz-fsb/specifications.html,local,1.4,1,1
40741,Intel Atom® Processor Z550,2025-03-20 15:40:51,https://www.intel.com/content/www/us/en/products/sku/40741/intel-atom-processor-z550-512k-cache-2-00-ghz-533-mhz-fsb/specifications.html,local,2.4,1,1
41175,Intel Atom® Processor Z510P,2025-03-20 15:40:51,https://www.intel.com/content/www/us/en/products/sku/41175/intel-atom-processor-z510p-512k-cache-1-10-ghz-400-mhz-fsb/specifications.html,local,2.2,1,1
41176,Intel Atom® Processor Z510PT,2025-03-20 15:40:51,https://www.intel.com/content/www/us/en/products/sku/41176/intel-atom-processor-z510pt-512k-cache-1-10-ghz-400-mhz-fsb/specifications.html,local,2.2,1,1
41174,Intel Atom® Processor Z520PT,2025-03-20 15:40:51,https://www.intel.com/content/www/us/en/products/sku/41174/intel-atom-processor-z520pt-512k-cache-1-33-ghz-533-mhz-fsb/specifications.html,local,2.2,1,1
41173,Intel Atom® Processor Z530P,2025-03-20 15:40:52,https://www.intel.com/content/www/us/en/products/sku/41173/intel-atom-processor-z530p-512k-cache-1-60-ghz-533-mhz-fsb/specifications.html,local,2.2,1,1
41411,Intel Atom® Processor N280,2025-03-20 15:40:52,https://www.intel.com/content/www/us/en/products/sku/41411/intel-atom-processor-n280-512k-cache-1-66-ghz-667-mhz-fsb/specifications.html,local,2.5,1,1
35641,Intel Atom® Processor 330,2025-03-20 15:40:52,https://www.intel.com/content/www/us/en/products/sku/35641/intel-atom-processor-330-1m-cache-1-60-ghz-533-mhz-fsb/specifications.html,local,8,2,2
35635,Intel Atom® Processor 230,2025-03-20 15:40:52,https://www.intel.com/content/www/us/en/products/sku/35635/intel-atom-processor-230-512k-cache-1-60-ghz-533-mhz-fsb/specifications.html,local,4,1,1
36331,Intel Atom® Processor N270,2025-03-20 15:40:52,https://www.intel.com/content/www/us/en/products/sku/36331/intel-atom-processor-n270-512k-cache-1-60-ghz-533-mhz-fsb/specifications.html,local,2.5,1,1
35472,Intel Atom® Processor Z500,2025-03-20 15:40:52,https://www.intel.com/content/www/us/en/products/sku/35472/intel-atom-processor-z500-512k-cache-800-mhz-400-mhz-fsb/specifications.html,local,0.65,1,1
35469,Intel Atom® Processor Z510,2025-03-20 15:40:53,https://www.intel.com/content/www/us/en/products/sku/35469/intel-atom-processor-z510-512k-cache-1-10-ghz-400-mhz-fsb/specifications.html,local,2,1,1
35466,Intel Atom® Processor Z520,2025-03-20 15:40:53,https://www.intel.com/content/www/us/en/products/sku/35466/intel-atom-processor-z520-512k-cache-1-33-ghz-533-mhz-fsb/specifications.html,local,2,1,1
35463,Intel Atom® Processor Z530,2025-03-20 15:40:53,https://www.intel.com/content/www/us/en/products/sku/35463/intel-atom-processor-z530-512k-cache-1-60-ghz-533-mhz-fsb/specifications.html,local,2,1,1
35460,Intel Atom® Processor Z540,2025-03-20 15:40:53,https://www.intel.com/content/www/us/en/products/sku/35460/intel-atom-processor-z540-512k-cache-1-86-ghz-533-mhz-fsb/specifications.html,local,2.4,1,1
96163,Intel® Celeron® Processor G6900,2025-03-20 15:40:53,https://www.intel.com/content/www/us/en/products/sku/96163/intel-celeron-processor-g6900-4m-cache-3-40-ghz/specifications.html,local,46,2,2
96170,Intel® Celeron® Processor G6900E,2025-03-20 15:40:54,https://www.intel.com/content/www/us/en/products/sku/96170/intel-celeron-processor-g6900e-4m-cache-3-00-ghz/specifications.html,local,46,2,2
96164,Intel® Celeron® Processor G6900T,2025-03-20 15:40:54,https://www.intel.com/content/www/us/en/products/sku/96164/intel-celeron-processor-g6900t-4m-cache-2-80-ghz/specifications.html,local,35,2,2
96169,Intel® Celeron® Processor G6900TE,2025-03-20 15:40:55,https://www.intel.com/content/www/us/en/products/sku/96169/intel-celeron-processor-g6900te-4m-cache-2-40-ghz/specifications.html,local,35,2,2
201899,Intel® Celeron® Processor G5905,2025-03-20 15:40:55,https://www.intel.com/content/www/us/en/products/sku/201899/intel-celeron-processor-g5905-4m-cache-3-50-ghz/specifications.html,local,58,2,2
