name,launch date,source,intended usage,tdp (W),cores,threads
amd ryzen threadripper 2990wx,2018-08-13,https://en.wikichip.org/wiki/amd/ryzen_threadripper/2990wx,Desktop,250.0,32,64.0
amd ryzen threadripper 3960x,2019-11-25,https://en.wikichip.org/wiki/amd/ryzen_threadripper/3960x,Desktop,280.0,24,48.0
amd ryzen threadripper 3970x,2019-11-25,https://en.wikichip.org/wiki/amd/ryzen_threadripper/3970x,Desktop,280.0,32,64.0
amd ryzen threadripper 3980x,,https://en.wikichip.org/wiki/amd/ryzen_threadripper/3980x,Desktop,280.0,48,96.0
amd ryzen threadripper 3990x,2020-02-07,https://en.wikichip.org/wiki/amd/ryzen_threadripper/3990x,Desktop,280.0,64,128.0
amd ryzen threadripper pro 3945wx,2020-07-14,https://en.wikichip.org/wiki/amd/ryzen_threadripper/pro_3945wx,Workstation,280.0,12,24.0
amd ryzen threadripper pro 3955wx,2020-07-14,https://en.wikichip.org/wiki/amd/ryzen_threadripper/pro_3955wx,Workstation,280.0,16,32.0
amd ryzen threadripper pro 3975wx,2020-07-14,https://en.wikichip.org/wiki/amd/ryzen_threadripper/pro_3975wx,Workstation,280.0,32,64.0
amd ryzen threadripper pro 3995wx,2020-07-14,https://en.wikichip.org/wiki/amd/ryzen_threadripper/pro_3995wx,Workstation,280.0,64,128.0
amd ryzen threadripper pro 5945wx,2022-03-08,https://en.wikichip.org/wiki/amd/ryzen_threadripper/pro_5945wx,Workstation,280.0,12,24.0
amd ryzen threadripper pro 5955wx,2022-03-08,https://en.wikichip.org/wiki/amd/ryzen_threadripper/pro_5955wx,Workstation,280.0,16,32.0
amd ryzen threadripper pro 5965wx,2022-03-08,https://en.wikichip.org/wiki/amd/ryzen_threadripper/pro_5965wx,Workstation,280.0,24,48.0
amd ryzen threadripper pro 5975wx,2022-03-08,https://en.wikichip.org/wiki/amd/ryzen_threadripper/pro_5975wx,Workstation,280.0,32,64.0
amd ryzen threadripper pro 5995wx,2022-03-08,https://en.wikichip.org/wiki/amd/ryzen_threadripper/pro_5995wx,Workstation,280.0,64,128.0
socionext sc2a11,2017-01-01,https://en.wikichip.org/wiki/socionext/sc2a11,Server; Networking; IoT,5.0,24,24.0
nvidia tegra xavier,2018-06-01,https://en.wikichip.org/wiki/nvidia/tegra/xavier,Artificial Intelligence; Embedded,30.0,8,8.0
appliedmicro x-gene 1 apm883204-x1,2012-01-01,https://en.wikichip.org/wiki/apm/x-gene/apm883204-x1,Server,45.0,4,4.0
appliedmicro x-gene 1 apm883208-x1,2012-01-01,https://en.wikichip.org/wiki/apm/x-gene/apm883208-x1,Server,45.0,8,8.0
appliedmicro x-gene 1 apm883408-x1,2012-01-01,https://en.wikichip.org/wiki/apm/x-gene/apm883408-x1,Server,45.0,8,8.0
appliedmicro x-gene 2 apm883208-x2,2015-03-01,https://en.wikichip.org/wiki/apm/x-gene/apm883208-x2,Server,35.0,8,8.0
appliedmicro x-gene 2 apm883408-x2,2015-03-01,https://en.wikichip.org/wiki/apm/x-gene/apm883408-x2,Server,35.0,8,8.0
appliedmicro x-gene 3 apm883832-x3,,https://en.wikichip.org/wiki/apm/x-gene/apm883832-x3,Server,125.0,32,32.0
intel xeon bronze 3104,2017-07-11,https://en.wikichip.org/wiki/intel/xeon_bronze/3104,Server; Workstation,85.0,6,6.0
intel xeon bronze 3106,2017-07-11,https://en.wikichip.org/wiki/intel/xeon_bronze/3106,Server; Workstation,85.0,8,8.0
intel xeon bronze 3204,2019-04-02,https://en.wikichip.org/wiki/intel/xeon_bronze/3204,Server; Workstation; Embedded,85.0,6,6.0
intel xeon d-1513n,2017-07-01,https://en.wikichip.org/wiki/intel/xeon_d/d-1513n,Server; Embedded,35.0,4,8.0
intel xeon d-1518,2015-03-09,https://en.wikichip.org/wiki/intel/xeon_d/d-1518,Server; Embedded,35.0,4,8.0
intel xeon d-1520,2015-03-09,https://en.wikichip.org/wiki/intel/xeon_d/d-1520,Server,45.0,4,8.0
intel xeon d-1521,2015-11-01,https://en.wikichip.org/wiki/intel/xeon_d/d-1521,Server,45.0,4,8.0
intel xeon d-1523n,2017-07-01,https://en.wikichip.org/wiki/intel/xeon_d/d-1523n,Server; Embedded,45.0,4,8.0
intel xeon d-1527,2015-11-01,https://en.wikichip.org/wiki/intel/xeon_d/d-1527,Server; Embedded,35.0,4,8.0
intel xeon d-1528,2015-11-01,https://en.wikichip.org/wiki/intel/xeon_d/d-1528,Server; Embedded,35.0,6,12.0
intel xeon d-1529,2016-04-01,https://en.wikichip.org/wiki/intel/xeon_d/d-1529,Server; Embedded,20.0,4,8.0
intel xeon d-1531,2015-11-01,https://en.wikichip.org/wiki/intel/xeon_d/d-1531,Server,45.0,6,12.0
intel xeon d-1533n,2017-07-01,https://en.wikichip.org/wiki/intel/xeon_d/d-1533n,Server; Embedded,45.0,6,12.0
intel xeon d-1537,2015-11-01,https://en.wikichip.org/wiki/intel/xeon_d/d-1537,Server; Embedded,35.0,8,16.0
intel xeon d-1539,2016-04-01,https://en.wikichip.org/wiki/intel/xeon_d/d-1539,Server; Embedded,35.0,8,16.0
intel xeon d-1540,2015-03-09,https://en.wikichip.org/wiki/intel/xeon_d/d-1540,Server,45.0,8,16.0
intel xeon d-1541,2015-11-01,https://en.wikichip.org/wiki/intel/xeon_d/d-1541,Server,45.0,8,16.0
intel xeon d-1543n,2017-07-01,https://en.wikichip.org/wiki/intel/xeon_d/d-1543n,Server; Embedded,45.0,8,16.0
intel xeon d-1548,2015-11-01,https://en.wikichip.org/wiki/intel/xeon_d/d-1548,Server; Embedded,45.0,8,16.0
intel xeon d-1553n,2017-07-01,https://en.wikichip.org/wiki/intel/xeon_d/d-1553n,Server; Embedded,65.0,8,16.0
intel xeon d-1557,2016-02-24,https://en.wikichip.org/wiki/intel/xeon_d/d-1557,Server; Embedded,45.0,12,24.0
intel xeon d-1559,2016-04-01,https://en.wikichip.org/wiki/intel/xeon_d/d-1559,Server; Embedded,45.0,12,24.0
intel xeon d-1567,2016-02-24,https://en.wikichip.org/wiki/intel/xeon_d/d-1567,Server; Embedded,65.0,12,24.0
intel xeon d-1571,2016-02-24,https://en.wikichip.org/wiki/intel/xeon_d/d-1571,Server; Embedded,45.0,16,32.0
intel xeon d-1577,2016-02-24,https://en.wikichip.org/wiki/intel/xeon_d/d-1577,Server; Embedded,45.0,16,32.0
intel xeon d-1581,2016-02-24,https://en.wikichip.org/wiki/intel/xeon_d/d-1581,Server; Embedded,65.0,16,32.0
intel xeon d-1587,2016-02-24,https://en.wikichip.org/wiki/intel/xeon_d/d-1587,Server; Embedded,65.0,16,32.0
intel xeon d-1602,2019-04-02,https://en.wikichip.org/wiki/intel/xeon_d/d-1602,Server,27.0,2,4.0
intel xeon d-1612,2019-04-02,https://en.wikichip.org/wiki/intel/xeon_d/d-1612,Server,22.0,4,8.0
intel xeon d-1622,2019-04-02,https://en.wikichip.org/wiki/intel/xeon_d/d-1622,Server,40.0,4,8.0
intel xeon d-1623n,2019-04-02,https://en.wikichip.org/wiki/intel/xeon_d/d-1623n,Server,35.0,4,8.0
intel xeon d-1627,2019-04-02,https://en.wikichip.org/wiki/intel/xeon_d/d-1627,Server,45.0,4,8.0
intel xeon d-1632,2019-04-02,https://en.wikichip.org/wiki/intel/xeon_d/d-1632,Server; Embedded,30.0,8,16.0
intel xeon d-1633n,2019-04-02,https://en.wikichip.org/wiki/intel/xeon_d/d-1633n,Server; Embedded,45.0,6,12.0
intel xeon d-1637,2019-04-02,https://en.wikichip.org/wiki/intel/xeon_d/d-1637,Server; Embedded,55.0,6,12.0
intel xeon d-1649n,2019-04-02,https://en.wikichip.org/wiki/intel/xeon_d/d-1649n,Server; Embedded,45.0,8,16.0
intel xeon d-1653n,2019-04-02,https://en.wikichip.org/wiki/intel/xeon_d/d-1653n,Embedded; Server,65.0,8,16.0
intel xeon d-2123it,2018-02-07,https://en.wikichip.org/wiki/intel/xeon_d/d-2123it,Server; Embedded,60.0,4,8.0
intel xeon d-2141i,2018-02-07,https://en.wikichip.org/wiki/intel/xeon_d/d-2141i,Server; Embedded,65.0,8,16.0
intel xeon d-2142it,2018-02-07,https://en.wikichip.org/wiki/intel/xeon_d/d-2142it,Server; Embedded,65.0,8,16.0
intel xeon d-2143it,2018-02-07,https://en.wikichip.org/wiki/intel/xeon_d/d-2143it,Server; Embedded,65.0,8,16.0
intel xeon d-2145nt,2018-02-07,https://en.wikichip.org/wiki/intel/xeon_d/d-2145nt,Server; Embedded,65.0,8,16.0
intel xeon d-2146nt,2018-02-07,https://en.wikichip.org/wiki/intel/xeon_d/d-2146nt,Server; Embedded,80.0,8,16.0
intel xeon d-2161i,2018-02-07,https://en.wikichip.org/wiki/intel/xeon_d/d-2161i,Embedded; Server,90.0,12,24.0
intel xeon d-2163it,2018-02-07,https://en.wikichip.org/wiki/intel/xeon_d/d-2163it,Server; Embedded,75.0,12,24.0
intel xeon d-2166nt,2018-02-07,https://en.wikichip.org/wiki/intel/xeon_d/d-2166nt,Server; Embedded,85.0,12,24.0
intel xeon d-2173it,2018-02-07,https://en.wikichip.org/wiki/intel/xeon_d/d-2173it,Server; Embedded,70.0,14,28.0
intel xeon d-2177nt,2018-02-07,https://en.wikichip.org/wiki/intel/xeon_d/d-2177nt,Embedded; Server,105.0,14,28.0
intel xeon d-2183it,2018-02-07,https://en.wikichip.org/wiki/intel/xeon_d/d-2183it,Server; Embedded,100.0,16,32.0
intel xeon d-2187nt,2018-02-07,https://en.wikichip.org/wiki/intel/xeon_d/d-2187nt,Server; Embedded,110.0,16,32.0
intel xeon d-2191,2018-02-07,https://en.wikichip.org/wiki/intel/xeon_d/d-2191,Server; Embedded,86.0,18,36.0
intel xeon e-2104g,2018-07-12,https://en.wikichip.org/wiki/intel/xeon_e/e-2104g,Workstation,65.0,4,4.0
intel xeon e-2124,2018-07-12,https://en.wikichip.org/wiki/intel/xeon_e/e-2124,Server; Workstation,71.0,4,4.0
intel xeon e-2124g,2018-07-12,https://en.wikichip.org/wiki/intel/xeon_e/e-2124g,Workstation,71.0,4,4.0
intel xeon e-2126g,2018-07-12,https://en.wikichip.org/wiki/intel/xeon_e/e-2126g,Workstation,80.0,6,6.0
intel xeon e-2134,2018-07-12,https://en.wikichip.org/wiki/intel/xeon_e/e-2134,Workstation; Server,71.0,4,8.0
intel xeon e-2136,2018-07-12,https://en.wikichip.org/wiki/intel/xeon_e/e-2136,Workstation; Server,80.0,6,12.0
intel xeon e-2144g,2018-07-12,https://en.wikichip.org/wiki/intel/xeon_e/e-2144g,Workstation,71.0,4,8.0
intel xeon e-2146g,2018-07-12,https://en.wikichip.org/wiki/intel/xeon_e/e-2146g,Workstation,80.0,6,12.0
intel xeon e-2174g,2018-07-12,https://en.wikichip.org/wiki/intel/xeon_e/e-2174g,Workstation,71.0,4,8.0
intel xeon e-2176g,2018-07-12,https://en.wikichip.org/wiki/intel/xeon_e/e-2176g,Workstation,80.0,6,12.0
intel xeon e-2176m,2018-04-02,https://en.wikichip.org/wiki/intel/xeon_e/e-2176m,Workstation; Mobile,45.0,6,12.0
intel xeon e-2186g,2018-07-12,https://en.wikichip.org/wiki/intel/xeon_e/e-2186g,Workstation,95.0,6,12.0
intel xeon e-2186m,2018-04-02,https://en.wikichip.org/wiki/intel/xeon_e/e-2186m,Mobile; Workstation,45.0,6,12.0
intel xeon e-2224,2019-05-27,https://en.wikichip.org/wiki/intel/xeon_e/e-2224,Server; Workstation,71.0,4,4.0
intel xeon e-2224g,2019-05-27,https://en.wikichip.org/wiki/intel/xeon_e/e-2224g,Workstation; Server,71.0,4,4.0
intel xeon e-2226g,2019-05-27,https://en.wikichip.org/wiki/intel/xeon_e/e-2226g,Workstation; Server,80.0,6,6.0
intel xeon e-2234,2019-05-27,https://en.wikichip.org/wiki/intel/xeon_e/e-2234,Workstation; Server,71.0,4,8.0
intel xeon e-2236,2019-05-27,https://en.wikichip.org/wiki/intel/xeon_e/e-2236,Workstation; Server,80.0,6,12.0
intel xeon e-2244g,2019-05-27,https://en.wikichip.org/wiki/intel/xeon_e/e-2244g,Workstation; Server,71.0,4,8.0
intel xeon e-2246g,2019-05-27,https://en.wikichip.org/wiki/intel/xeon_e/e-2246g,Server; Workstation,80.0,6,12.0
intel xeon e-2274g,2019-05-27,https://en.wikichip.org/wiki/intel/xeon_e/e-2274g,Workstation; Server,83.0,4,8.0
intel xeon e-2276g,2019-05-27,https://en.wikichip.org/wiki/intel/xeon_e/e-2276g,Workstation; Server,80.0,6,12.0
intel xeon e-2276m,2019-05-27,https://en.wikichip.org/wiki/intel/xeon_e/e-2276m,Workstation; Server,45.0,6,12.0
intel xeon e-2278g,2019-05-27,https://en.wikichip.org/wiki/intel/xeon_e/e-2278g,Workstation; Server,80.0,8,16.0
intel xeon e-2286g,2019-05-27,https://en.wikichip.org/wiki/intel/xeon_e/e-2286g,Workstation; Server,95.0,6,12.0
intel xeon e-2286m,2019-05-27,https://en.wikichip.org/wiki/intel/xeon_e/e-2286m,Server; Workstation,45.0,8,16.0
intel xeon e-2288g,2019-05-27,https://en.wikichip.org/wiki/intel/xeon_e/e-2288g,Server; Workstation,95.0,8,16.0
intel xeon e3-1205 v6,2017-03-28,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1205_v6,Workstation; Server,65.0,4,8.0
intel xeon e3-1220 v5,2015-10-19,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1220_v5,Server,80.0,4,4.0
intel xeon e3-1220 v6,2017-03-28,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1220_v6,Workstation; Server,72.0,4,4.0
intel xeon e3-1225 v5,2015-10-19,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1225_v5,Server; Embedded,80.0,4,4.0
intel xeon e3-1225 v6,2017-03-28,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1225_v6,Workstation; Server,73.0,4,4.0
intel xeon e3-1230 v5,2015-10-19,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1230_v5,Server,80.0,4,8.0
intel xeon e3-1230 v6,2017-03-28,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1230_v6,Server; Workstation,72.0,4,8.0
intel xeon e3-1235l v5,2015-10-19,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1235l_v5,Server,25.0,4,4.0
intel xeon e3-1240 v5,2015-10-19,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1240_v5,Server,80.0,4,8.0
intel xeon e3-1240 v6,2017-03-28,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1240_v6,Workstation; Server,72.0,4,8.0
intel xeon e3-1240l v5,2015-10-19,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1240l_v5,Server,25.0,4,8.0
intel xeon e3-1245 v5,2015-10-19,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1245_v5,Server,80.0,4,8.0
intel xeon e3-1245 v6,2017-03-28,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1245_v6,Workstation; Server,73.0,4,8.0
intel xeon e3-1260l v5,2015-10-19,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1260l_v5,Server,45.0,4,8.0
intel xeon e3-1268l v5,2015-10-19,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1268l_v5,Embedded,35.0,4,8.0
intel xeon e3-1270 v5,2015-10-19,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1270_v5,Server,80.0,4,8.0
intel xeon e3-1270 v6,2017-03-28,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1270_v6,Workstation; Server,72.0,4,8.0
intel xeon e3-1275 v5,2015-10-19,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1275_v5,Server; Embedded,80.0,4,8.0
intel xeon e3-1275 v6,2017-03-28,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1275_v6,Workstation; Server,73.0,4,8.0
intel xeon e3-1280 v5,2015-10-19,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1280_v5,Server,80.0,4,8.0
intel xeon e3-1280 v6,2017-03-28,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1280_v6,Workstation; Server,72.0,4,8.0
intel xeon e3-1284l v3,2014-10-01,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1284l_v3,Server,47.0,4,8.0
intel xeon e3-1285 v6,2017-08-01,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1285_v6,Workstation; Server,79.0,4,8.0
intel xeon e3-1501l v6,2017-06-12,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1501l_v6,Workstation; Mobile,25.0,4,8.0
intel xeon e3-1501m v6,2017-06-12,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1501m_v6,Mobile; Workstation,45.0,4,4.0
intel xeon e3-1505l v5,2015-10-12,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1505l_v5,Embedded,25.0,4,8.0
intel xeon e3-1505l v6,2017-01-03,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1505l_v6,Workstation; Embedded,25.0,4,8.0
intel xeon e3-1505m v5,2015-10-12,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1505m_v5,Mobile,45.0,4,8.0
intel xeon e3-1505m v6,2017-01-03,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1505m_v6,Workstation; Mobile,45.0,4,8.0
intel xeon e3-1515m v5,2016-01-02,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1515m_v5,Mobile,45.0,4,8.0
intel xeon e3-1535m v5,2015-10-12,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1535m_v5,Mobile,45.0,4,8.0
intel xeon e3-1535m v6,2017-01-03,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1535m_v6,Workstation; Mobile,45.0,4,8.0
intel xeon e3-1545m v5,2016-01-02,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1545m_v5,Mobile,45.0,4,8.0
intel xeon e3-1558l v5,2016-05-31,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1558l_v5,Embedded,45.0,4,8.0
intel xeon e3-1565l v5,2016-05-31,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1565l_v5,Server,35.0,4,8.0
intel xeon e3-1575m v5,2016-01-02,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1575m_v5,Mobile,45.0,4,8.0
intel xeon e3-1578l v5,2016-05-31,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1578l_v5,Embedded,45.0,4,8.0
intel xeon e3-1585 v5,2016-05-31,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1585_v5,Server,65.0,4,8.0
intel xeon e3-1585l v5,2016-05-31,https://en.wikichip.org/wiki/intel/xeon_e3/e3-1585l_v5,Server,45.0,4,8.0
intel xeon e5-1603 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-1603_v4,Server,140.0,4,4.0
intel xeon e5-1607 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-1607_v4,Server,140.0,4,4.0
intel xeon e5-1620 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-1620_v4,Server,140.0,4,8.0
intel xeon e5-1630 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-1630_v4,Server,140.0,4,8.0
intel xeon e5-1650 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-1650_v4,Server,140.0,6,12.0
intel xeon e5-1660 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-1660_v4,Server,140.0,8,16.0
intel xeon e5-1680 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-1680_v4,Server,140.0,8,16.0
intel xeon e5-2603 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2603_v4,Server,85.0,6,6.0
intel xeon e5-2608l v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2608l_v4,Embedded,50.0,8,16.0
intel xeon e5-2609 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2609_v4,Server,85.0,8,8.0
intel xeon e5-2618l v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2618l_v4,Embedded,75.0,10,20.0
intel xeon e5-2620 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2620_v4,Server,85.0,8,16.0
intel xeon e5-2623 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2623_v4,Server,85.0,4,8.0
intel xeon e5-2628l v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2628l_v4,Embedded,75.0,12,24.0
intel xeon e5-2630 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2630_v4,Server,85.0,10,20.0
intel xeon e5-2630l v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2630l_v4,Server,55.0,10,20.0
intel xeon e5-2637 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2637_v4,Server,135.0,4,8.0
intel xeon e5-2640 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2640_v4,Server,90.0,10,20.0
intel xeon e5-2643 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2643_v4,Server,135.0,6,12.0
intel xeon e5-2648l v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2648l_v4,Embedded,75.0,14,28.0
intel xeon e5-2650 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2650_v4,Server,105.0,12,24.0
intel xeon e5-2650l v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2650l_v4,Server,65.0,14,28.0
intel xeon e5-2658 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2658_v4,Embedded,105.0,14,28.0
intel xeon e5-2660 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2660_v4,Server,105.0,14,28.0
intel xeon e5-2667 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2667_v4,Server,135.0,8,16.0
intel xeon e5-2670 v3,2014-09-08,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2670_v3,Server,120.0,12,24.0
intel xeon e5-2670 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2670_v4,Server,120.0,14,28.0
intel xeon e5-2673 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2673_v4,Server,135.0,20,40.0
intel xeon e5-2679 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2679_v4,Server,200.0,20,40.0
intel xeon e5-2680 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2680_v4,Server,120.0,14,28.0
intel xeon e5-2682 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2682_v4,Server,120.0,16,32.0
intel xeon e5-2683 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2683_v4,Server,120.0,16,32.0
intel xeon e5-2686 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2686_v4,Server,145.0,18,36.0
intel xeon e5-2687w v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2687w_v4,Server,160.0,12,24.0
intel xeon e5-2689 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2689_v4,Server,165.0,10,20.0
intel xeon e5-2689a v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2689a_v4,Server,145.0,8,16.0
intel xeon e5-2690 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2690_v4,Server,135.0,14,28.0
intel xeon e5-2695 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2695_v4,Server,120.0,18,36.0
intel xeon e5-2696 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2696_v4,Server,150.0,22,44.0
intel xeon e5-2697 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2697_v4,Server,145.0,18,36.0
intel xeon e5-2697a v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2697a_v4,Server,145.0,16,32.0
intel xeon e5-2698 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2698_v4,Server,135.0,20,40.0
intel xeon e5-2699 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2699_v4,Server,145.0,22,44.0
intel xeon e5-2699a v4,2016-10-25,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2699a_v4,Server,145.0,22,44.0
intel xeon e5-2699r v4,2016-10-25,https://en.wikichip.org/wiki/intel/xeon_e5/e5-2699r_v4,Embedded,145.0,22,44.0
intel xeon e5-4610 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-4610_v4,Server,105.0,10,20.0
intel xeon e5-4620 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-4620_v4,Server,105.0,10,20.0
intel xeon e5-4627 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-4627_v4,Server,135.0,10,10.0
intel xeon e5-4628l v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-4628l_v4,Embedded,75.0,14,28.0
intel xeon e5-4640 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-4640_v4,Server,105.0,12,24.0
intel xeon e5-4650 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-4650_v4,Server,105.0,14,28.0
intel xeon e5-4655 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-4655_v4,Server,135.0,8,16.0
intel xeon e5-4660 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-4660_v4,Server,120.0,16,32.0
intel xeon e5-4667 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-4667_v4,Server,135.0,18,36.0
intel xeon e5-4669 v4,2016-06-20,https://en.wikichip.org/wiki/intel/xeon_e5/e5-4669_v4,Server,135.0,22,44.0
intel xeon e7-2803,2011-04-05,https://en.wikichip.org/wiki/intel/xeon_e7/e7-2803,Server,105.0,6,12.0
intel xeon e7-2820,2011-04-05,https://en.wikichip.org/wiki/intel/xeon_e7/e7-2820,Server,105.0,8,16.0
intel xeon e7-2830,2011-04-05,https://en.wikichip.org/wiki/intel/xeon_e7/e7-2830,Server,105.0,8,16.0
intel xeon e7-2850,2011-04-05,https://en.wikichip.org/wiki/intel/xeon_e7/e7-2850,Server,130.0,10,20.0
intel xeon e7-2860,2011-04-05,https://en.wikichip.org/wiki/intel/xeon_e7/e7-2860,Server,130.0,10,20.0
intel xeon e7-2870,2011-04-05,https://en.wikichip.org/wiki/intel/xeon_e7/e7-2870,Server,130.0,10,20.0
intel xeon e7-4807,2011-04-05,https://en.wikichip.org/wiki/intel/xeon_e7/e7-4807,Server,95.0,6,12.0
intel xeon e7-4820,2011-04-05,https://en.wikichip.org/wiki/intel/xeon_e7/e7-4820,Server,105.0,8,16.0
intel xeon e7-4830,2011-04-05,https://en.wikichip.org/wiki/intel/xeon_e7/e7-4830,Server,105.0,8,16.0
intel xeon e7-4850,2011-04-05,https://en.wikichip.org/wiki/intel/xeon_e7/e7-4850,Server,130.0,10,20.0
intel xeon e7-4860,2011-04-05,https://en.wikichip.org/wiki/intel/xeon_e7/e7-4860,Server,130.0,10,20.0
intel xeon e7-4870,2011-04-05,https://en.wikichip.org/wiki/intel/xeon_e7/e7-4870,Server,130.0,10,20.0
intel xeon e7-8830,2011-04-05,https://en.wikichip.org/wiki/intel/xeon_e7/e7-8830,Server,105.0,8,16.0
