product_id,name,time,source,intended_usage,cores,threads,tdp (W)
237267,Intel® Xeon® Platinum 8558U Processor,2025-06-12 13:45:16,https://www.intel.com/content/www/us/en/products/sku/237267/intel-xeon-platinum-8558u-processor-260m-cache-2-00-ghz/specifications.html,compute cluster,48,96,300.0
237558,Intel® Xeon® Platinum 8562Y+ Processor,2025-06-12 13:45:16,https://www.intel.com/content/www/us/en/products/sku/237558/intel-xeon-platinum-8562y-processor-60m-cache-2-80-ghz/specifications.html,compute cluster,32,64,300.0
237248,Intel® Xeon® Platinum 8568Y+ Processor,2025-06-12 13:45:16,https://www.intel.com/content/www/us/en/products/sku/237248/intel-xeon-platinum-8568y-processor-300m-cache-2-30-ghz/specifications.html,compute cluster,48,96,350.0
237264,Intel® Xeon® Platinum 8570 Processor,2025-06-12 13:45:16,https://www.intel.com/content/www/us/en/products/sku/237264/intel-xeon-platinum-8570-processor-300m-cache-2-10-ghz/specifications.html,compute cluster,56,112,350.0
237247,Intel® Xeon® Platinum 8571N Processor,2025-06-12 13:45:16,https://www.intel.com/content/www/us/en/products/sku/237247/intel-xeon-platinum-8571n-processor-300m-cache-2-40-ghz/specifications.html,compute cluster,52,104,300.0
237250,Intel® Xeon® Platinum 8580 Processor,2025-06-12 13:45:17,https://www.intel.com/content/www/us/en/products/sku/237250/intel-xeon-platinum-8580-processor-300m-cache-2-00-ghz/specifications.html,compute cluster,60,120,350.0
237268,Intel® Xeon® Platinum 8581V Processor,2025-06-12 13:45:17,https://www.intel.com/content/www/us/en/products/sku/237268/intel-xeon-platinum-8581v-processor-300m-cache-2-00-ghz/specifications.html,compute cluster,60,120,270.0
237261,Intel® Xeon® Platinum 8592+ Processor,2025-06-12 13:45:17,https://www.intel.com/content/www/us/en/products/sku/237261/intel-xeon-platinum-8592-processor-320m-cache-1-90-ghz/specifications.html,compute cluster,64,128,350.0
237554,Intel® Xeon® Platinum 8592V Processor,2025-06-12 13:45:17,https://www.intel.com/content/www/us/en/products/sku/237554/intel-xeon-platinum-8592v-processor-320m-cache-2-00-ghz/specifications.html,compute cluster,64,128,330.0
237252,Intel® Xeon® Platinum 8593Q Processor,2025-06-12 13:45:17,https://www.intel.com/content/www/us/en/products/sku/237252/intel-xeon-platinum-8593q-processor-320m-cache-2-20-ghz/specifications.html,compute cluster,64,128,385.0
236636,Intel® Xeon® Silver 4509Y Processor,2025-06-12 13:45:18,https://www.intel.com/content/www/us/en/products/sku/236636/intel-xeon-silver-4509y-processor-22-5m-cache-2-60-ghz/specifications.html,compute cluster,8,16,125.0
236637,Intel® Xeon® Silver 4510 Processor,2025-06-12 13:45:18,https://www.intel.com/content/www/us/en/products/sku/236637/intel-xeon-silver-4510-processor-30m-cache-2-40-ghz/specifications.html,compute cluster,12,24,150.0
236638,Intel® Xeon® Silver 4510T Processor,2025-06-12 13:45:18,https://www.intel.com/content/www/us/en/products/sku/236638/intel-xeon-silver-4510t-processor-30m-cache-2-00-ghz/specifications.html,compute cluster,12,24,115.0
237557,Intel® Xeon® Silver 4514Y Processor,2025-06-12 13:45:18,https://www.intel.com/content/www/us/en/products/sku/237557/intel-xeon-silver-4514y-processor-30m-cache-2-00-ghz/specifications.html,compute cluster,16,32,150.0
237556,Intel® Xeon® Silver 4516Y+ Processor,2025-06-12 13:45:18,https://www.intel.com/content/www/us/en/products/sku/237556/intel-xeon-silver-4516y-processor-45m-cache-2-20-ghz/specifications.html,compute cluster,24,48,185.0
237980,Intel® Xeon® Gold 5403N Processor,2025-06-12 13:45:18,https://www.intel.com/content/www/us/en/products/sku/237980/intel-xeon-gold-5403n-processor-22-5m-cache-2-00-ghz/specifications.html,compute cluster,12,24,115.0
236592,Intel® Xeon® Gold 6403N Processor,2025-06-12 13:45:19,https://www.intel.com/content/www/us/en/products/sku/236592/intel-xeon-gold-6403n-processor-45m-cache-2-00-ghz/specifications.html,compute cluster,24,48,185.0
236591,Intel® Xeon® Gold 6423N Processor,2025-06-12 13:45:19,https://www.intel.com/content/www/us/en/products/sku/236591/intel-xeon-gold-6423n-processor-52-5m-cache-2-00-ghz/specifications.html,compute cluster,28,56,195.0
236589,Intel® Xeon® Gold 6433N Processor,2025-06-12 13:45:19,https://www.intel.com/content/www/us/en/products/sku/236589/intel-xeon-gold-6433n-processor-60m-cache-2-00-ghz/specifications.html,compute cluster,32,64,205.0
236590,Intel® Xeon® Gold 6433NE Processor,2025-06-12 13:45:19,https://www.intel.com/content/www/us/en/products/sku/236590/intel-xeon-gold-6433ne-processor-60m-cache-2-00-ghz/specifications.html,compute cluster,32,64,205.0
236593,Intel® Xeon® Gold 6443N Processor,2025-06-12 13:45:19,https://www.intel.com/content/www/us/en/products/sku/236593/intel-xeon-gold-6443n-processor-60m-cache-1-90-ghz/specifications.html,compute cluster,32,64,195.0
231749,Intel® Xeon® Platinum 8444H Processor,2025-06-12 13:45:20,https://www.intel.com/content/www/us/en/products/sku/231749/intel-xeon-platinum-8444h-processor-45m-cache-2-90-ghz/specifications.html,compute cluster,16,32,270.0
231756,Intel® Xeon® Platinum 8450H Processor,2025-06-12 13:45:20,https://www.intel.com/content/www/us/en/products/sku/231756/intel-xeon-platinum-8450h-processor-75m-cache-2-00-ghz/specifications.html,compute cluster,28,56,250.0
231761,Intel® Xeon® Platinum 8452Y Processor,2025-06-12 13:45:20,https://www.intel.com/content/www/us/en/products/sku/231761/intel-xeon-platinum-8452y-processor-67-5m-cache-2-00-ghz/specifications.html,compute cluster,36,72,300.0
231738,Intel® Xeon® Platinum 8454H Processor,2025-06-12 13:45:20,https://www.intel.com/content/www/us/en/products/sku/231738/intel-xeon-platinum-8454h-processor-82-5m-cache-2-10-ghz/specifications.html,compute cluster,32,64,270.0
231742,Intel® Xeon® Platinum 8458P Processor,2025-06-12 13:45:20,https://www.intel.com/content/www/us/en/products/sku/231742/intel-xeon-platinum-8458p-processor-82-5m-cache-2-70-ghz/specifications.html,compute cluster,44,88,350.0
231744,Intel® Xeon® Platinum 8460H Processor,2025-06-12 13:45:20,https://www.intel.com/content/www/us/en/products/sku/231744/intel-xeon-platinum-8460h-processor-105m-cache-2-20-ghz/specifications.html,compute cluster,40,80,330.0
231736,Intel® Xeon® Platinum 8460Y+ Processor,2025-06-12 13:45:21,https://www.intel.com/content/www/us/en/products/sku/231736/intel-xeon-platinum-8460y-processor-105m-cache-2-00-ghz/specifications.html,compute cluster,40,80,300.0
231741,Intel® Xeon® Platinum 8461V Processor,2025-06-12 13:45:21,https://www.intel.com/content/www/us/en/products/sku/231741/intel-xeon-platinum-8461v-processor-97-5m-cache-2-20-ghz/specifications.html,compute cluster,48,96,300.0
232383,Intel® Xeon® Platinum 8462Y+ Processor,2025-06-12 13:45:21,https://www.intel.com/content/www/us/en/products/sku/232383/intel-xeon-platinum-8462y-processor-60m-cache-2-80-ghz/specifications.html,compute cluster,32,64,300.0
231735,Intel® Xeon® Platinum 8468 Processor,2025-06-12 13:45:21,https://www.intel.com/content/www/us/en/products/sku/231735/intel-xeon-platinum-8468-processor-105m-cache-2-10-ghz/specifications.html,compute cluster,48,96,350.0
231750,Intel® Xeon® Platinum 8468H Processor,2025-06-12 13:45:21,https://www.intel.com/content/www/us/en/products/sku/231750/intel-xeon-platinum-8468h-processor-105m-cache-2-10-ghz/specifications.html,compute cluster,48,96,330.0
231739,Intel® Xeon® Platinum 8468V Processor,2025-06-12 13:45:22,https://www.intel.com/content/www/us/en/products/sku/231739/intel-xeon-platinum-8468v-processor-97-5m-cache-2-40-ghz/specifications.html,compute cluster,48,96,330.0
231728,Intel® Xeon® Platinum 8470 Processor,2025-06-12 13:45:22,https://www.intel.com/content/www/us/en/products/sku/231728/intel-xeon-platinum-8470-processor-105m-cache-2-00-ghz/specifications.html,compute cluster,52,104,350.0
231748,Intel® Xeon® Platinum 8470N Processor,2025-06-12 13:45:22,https://www.intel.com/content/www/us/en/products/sku/231748/intel-xeon-platinum-8470n-processor-97-5m-cache-1-70-ghz/specifications.html,compute cluster,52,104,300.0
231727,Intel® Xeon® Platinum 8470Q Processor,2025-06-12 13:45:22,https://www.intel.com/content/www/us/en/products/sku/231727/intel-xeon-platinum-8470q-processor-105m-cache-2-10-ghz/specifications.html,compute cluster,52,104,350.0
231745,Intel® Xeon® Platinum 8471N Processor,2025-06-12 13:45:22,https://www.intel.com/content/www/us/en/products/sku/231745/intel-xeon-platinum-8471n-processor-97-5m-cache-1-80-ghz/specifications.html,compute cluster,52,104,300.0
231746,Intel® Xeon® Platinum 8480+ Processor,2025-06-12 13:45:23,https://www.intel.com/content/www/us/en/products/sku/231746/intel-xeon-platinum-8480-processor-105m-cache-2-00-ghz/specifications.html,compute cluster,56,112,350.0
231747,Intel® Xeon® Platinum 8490H Processor,2025-06-12 13:45:23,https://www.intel.com/content/www/us/en/products/sku/231747/intel-xeon-platinum-8490h-processor-112-5m-cache-1-90-ghz/specifications.html,compute cluster,60,120,350.0
232393,Intel® Xeon® Gold 5411N Processor,2025-06-12 13:45:23,https://www.intel.com/content/www/us/en/products/sku/232393/intel-xeon-gold-5411n-processor-45m-cache-1-90-ghz/specifications.html,compute cluster,24,48,165.0
232374,Intel® Xeon® Gold 5412U Processor,2025-06-12 13:45:23,https://www.intel.com/content/www/us/en/products/sku/232374/intel-xeon-gold-5412u-processor-45m-cache-2-10-ghz/specifications.html,compute cluster,24,48,185.0
232373,Intel® Xeon® Gold 5415+ Processor,2025-06-12 13:45:23,https://www.intel.com/content/www/us/en/products/sku/232373/intel-xeon-gold-5415-processor-22-5m-cache-2-90-ghz/specifications.html,compute cluster,8,16,150.0
